pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid	PPI
3liz	H	L	0	A	protein		aspartic protease bla g 2	hydrolase/immune system	01/25/10	crystal structure of bla g 2 complexed with Fab 4C3	BLATTELLA GERMANICA; MUS MUSCULUS	mus musculus	mus musculus	blattella germanica	Li, M., Gustchina, A., Glesner, J., Wunschmann, S., Pomes, A., Wlodawer, A.	1.8	X-RAY DIFFRACTION	0.202	0.177	False	False	IGHV5	IGKV14	Kappa	None	None	None	None	None	3LIZ_HL_A
4al8	H	L	0	C	protein		envelope protein	IMMUNE SYSTEM	03/02/12	Structure of Dengue virus DIII in complex with Fab 2H12	DENGUE VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	dengue virus	Midgley, C.M., Flanagan, A., Mongkolsapaya, J., Grimes, J.M., Screaton, G.R.	1.66	X-RAY DIFFRACTION	0.1975	0.1699	False	False	IGHV1	IGKV6	Kappa	None	None	None	None	None	4AL8_HL_C
6xzw	H	L	0	D	protein		lipoprot_c domain-containing protein	IMMUNE SYSTEM	02/05/20	Crystal structure of the meningococcal vaccine antigen fHbp in complex with a cross-reactive human Fab.	NEISSERIA MENINGITIDIS SEROGROUP B (STRAIN MC58); HOMO SAPIENS	homo sapiens	homo sapiens	neisseria meningitidis serogroup b (strainmc58) 	Veggi, D., Cozzi, R.	2.4	X-RAY DIFFRACTION	0.250	0.2	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None	6XZW_HL_D
1wej	H	L	0	F	protein		cytochrome c	COMPLEX (ANTIBODY/ELECTRON TRANSPORT)	03/26/98	IGG1 FAB FRAGMENT (OF E8 ANTIBODY) COMPLEXED WITH HORSE CYTOCHROME C AT 1.8 A RESOLUTION	MUS MUSCULUS; EQUUS CABALLUS	mus musculus	mus musculus	equus caballus	Mylvaganam, S.E., Paterson, Y., Getzoff, E.D.	1.8	X-RAY DIFFRACTION	0.256	0.2	False	False	IGHV14	IGKV12	Kappa	1.58E-08	-10.63	ITC	25	7539913	1WEJ_HL_F
5dhv	H	L	0	M	protein		protein rev	IMMUNE SYSTEM	08/31/15	HIV-1 Rev NTD dimers with variable crossing angles	HOMO SAPIENS; HUMAN IMMUNODEFICIENCY VIRUS 1	homo sapiens	homo sapiens	human immunodeficiency virus 1	DiMattia, M.A., Watts, N.R., Wingfield, P.T., Grimes, J.M., Stuart, D.I., Steven, A.C.	2.3	X-RAY DIFFRACTION	0.227	0.188	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None	5DHV_HL_M
5dhv	A	B	0	N	protein		protein rev	IMMUNE SYSTEM	08/31/15	HIV-1 Rev NTD dimers with variable crossing angles	HOMO SAPIENS; HUMAN IMMUNODEFICIENCY VIRUS 1	homo sapiens	homo sapiens	human immunodeficiency virus 1	DiMattia, M.A., Watts, N.R., Wingfield, P.T., Grimes, J.M., Stuart, D.I., Steven, A.C.	2.3	X-RAY DIFFRACTION	0.227	0.188	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None	5DHV_AB_N
5f3b	E	F	0	D	protein		growth/differentiation factor 8	Signaling Protein/Immune System	12/02/15	Structure of myostatin in complex with chimeric RK35 antibody	MUS MUSCULUS; HOMO SAPIENS	mus musculus	mus musculus	homo sapiens	Parris, K.D., Mosyak, L.	1.76	X-RAY DIFFRACTION	0.206	0.179	False	True	IGHV5	IGKV6	Kappa	None	None	None	None	None	5F3B_EF_D
5f3b	A	B	0	C	protein		growth/differentiation factor 8	Signaling Protein/Immune System	12/02/15	Structure of myostatin in complex with chimeric RK35 antibody	MUS MUSCULUS; HOMO SAPIENS	mus musculus	mus musculus	homo sapiens	Parris, K.D., Mosyak, L.	1.76	X-RAY DIFFRACTION	0.206	0.179	False	True	IGHV5	IGKV6	Kappa	None	None	None	None	None	5F3B_AB_C
2r0l	H	L	0	A	protein		hepatocyte growth factor activator	HYDROLASE, IMMUNE SYSTEM	08/20/07	Short Form HGFA with Inhibitory Fab75	HOMO SAPIENS; HOMO SAPIENS, SYNTHETIC CONSTRUCT; SYNTHETIC CONSTRUCT			homo sapiens	Eigenbrot, C., Shia, S.	2.2	X-RAY DIFFRACTION	0.248	0.193	False	True	IGHV3	IGKV1	Kappa	1.46E-08	-10.68	SPR	25	18077410	2R0L_HL_A
3ley	H	L	0	P	peptide		envelope glycoprotein gp41	IMMUNE SYSTEM	01/15/10	2F5 Epitope scaffold elicited anti-HIV-1 monoclonal antibody 6a7 in complex with HIV-1 GP41	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	human immunodeficiency virus 1	Ofek, G., Guenaga, F.J., Schief, W.R., Skinner, J., Baker, D., Wyatt, R., Kwong, P.D.	1.99	X-RAY DIFFRACTION	0.215	0.177	False	False	IGHV3	IGKV1	Kappa	None	None	None	None	None	3LEY_HL_P
4jzo	G	H	0	L	peptide		envelope glycoprotein e2	immune system/viral protein	04/03/13	Three dimensional structure of broadly neutralizing human anti - Hepatitis C virus (HCV) glycoprotein E2 Fab fragment HC84-27	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	hepatitis c virus (isolate h)	Krey, T., Rey, F.A.	2.22	X-RAY DIFFRACTION	0.236	0.196	False	True	IGHV1	IGLV3	Lambda	None	None	None	None	None	4JZO_GH_L
4jzo	C	F	0	K	peptide		envelope glycoprotein e2	immune system/viral protein	04/03/13	Three dimensional structure of broadly neutralizing human anti - Hepatitis C virus (HCV) glycoprotein E2 Fab fragment HC84-27	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	hepatitis c virus (isolate h)	Krey, T., Rey, F.A.	2.22	X-RAY DIFFRACTION	0.236	0.196	False	True	IGHV1	IGLV3	Lambda	None	None	None	None	None	4JZO_CF_K
4jzo	D	E	0	I	peptide		envelope glycoprotein e2	immune system/viral protein	04/03/13	Three dimensional structure of broadly neutralizing human anti - Hepatitis C virus (HCV) glycoprotein E2 Fab fragment HC84-27	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	hepatitis c virus (isolate h)	Krey, T., Rey, F.A.	2.22	X-RAY DIFFRACTION	0.236	0.196	False	True	IGHV1	IGLV3	Lambda	None	None	None	None	None	4JZO_DE_I
4jzo	A	B	0	J	peptide		envelope glycoprotein e2	immune system/viral protein	04/03/13	Three dimensional structure of broadly neutralizing human anti - Hepatitis C virus (HCV) glycoprotein E2 Fab fragment HC84-27	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	hepatitis c virus (isolate h)	Krey, T., Rey, F.A.	2.22	X-RAY DIFFRACTION	0.236	0.196	False	True	IGHV1	IGLV3	Lambda	None	None	None	None	None	4JZO_AB_J
7ce2	Z	B	0	A	protein		tetanus toxin	HYDROLASE	04/07/21	The Crystal structure of TeNT Hc complexed with neutralizing antibody	CLOSTRIDIUM TETANI; HOMO SAPIENS	homo sapiens	homo sapiens	clostridium tetani	Wang, X., Wang, Y., Wu, C., Yu, J., Liao, H.	2.01	X-RAY DIFFRACTION	0.218	0.18	False	True	IGHV4	IGKV3	Kappa	None	None	None	None	None	7CE2_ZB_A
4hc1	M	N	0	B	protein		mucosal addressin cell adhesion molecule 1	IMMUNE SYSTEM	09/28/12	Crystal structure of a loop deleted mutant of human MAdCAM-1 D1D2 complexed with Fab 10G3	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Springer, T., Yu, Y., Zhu, J.	2.8710000000000004	X-RAY DIFFRACTION	0.253	0.2	False	True	IGHV3	IGKV14	Kappa	None	None	None	None	None	4HC1_MN_B
4hc1	H	L	0	A	protein		mucosal addressin cell adhesion molecule 1	IMMUNE SYSTEM	09/28/12	Crystal structure of a loop deleted mutant of human MAdCAM-1 D1D2 complexed with Fab 10G3	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Springer, T., Yu, Y., Zhu, J.	2.8710000000000004	X-RAY DIFFRACTION	0.253	0.2	False	True	IGHV3	IGKV14	Kappa	None	None	None	None	None	4HC1_HL_A
6ddm	B	A	0	C	protein		mhc class i polypeptide-related sequence a	IMMUNE SYSTEM	05/10/18	Crystal Structure Analysis of the Epitope of an Anti-MICA Antibody	MUS MUSCULUS; HOMO SAPIENS	mus musculus	mus musculus	homo sapiens	Matsumoto, M.L.	1.3	X-RAY DIFFRACTION	0.205	0.188	False	True	IGHV1	IGKV4	Kappa	None	None	None	None	None	6DDM_BA_C
2r8s	H	L	0	R	nucleic-acid		p4-p6 rna ribozyme domain	IMMUNE SYSTEM/RNA	09/11/07	High resolution structure of a specific synthetic FAB bound to P4-P6 RNA ribozyme domain	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus		Ye, J.D., Tereshko, V., Sidhu, S.S., Koide, S., Kossiakoff, A.A., Piccirilli, J.A.	1.95	X-RAY DIFFRACTION	0.226	0.195	False	False	IGHV3	IGKV1	Kappa	None	None	None	None	None	2R8S_HL_R
4jg1	H	L	0	P	peptide		phosphopeptide	immune system	02/28/13	Structure of phosphoserine/threonine (pSTAb) scaffold bound to pThr peptide	ESCHERICHIA COLI; SYNTHETIC CONSTRUCT				Koerber, J.T., Thomsen, N.D., Hannigan, B.T., Degrado, W.F., Wells, J.A.	1.55	X-RAY DIFFRACTION	0.174	0.151	False	True	IGHV3	IGKV3	Kappa	None	None	None			4JG1_HL_P
5vpl	D	C	0	A	protein		der f 1 variant	HYDROLASE/IMMUNE SYSTEM	05/05/17	CRYSTAL STRUCTURE OF DER F 1 COMPLEXED WITH FAB 4C1	MUS MUSCULUS; DERMATOPHAGOIDES FARINAE	mus musculus	mus musculus	dermatophagoides farinae	Chruszcz, M., Vailes, L.D., Chapman, M.D., Pomes, A., Minor, W.	1.9	X-RAY DIFFRACTION	0.194	0.152	False	True	IGHV3	IGKV14	Kappa	None	None	None	None	None	5VPL_DC_A
6flc	B	A	0	I	protein		domain iii of dengue virus 2	VIRAL PROTEIN	01/25/18	2C8 Fab bound to EDIII of DenV 2	MUS MUSCULUS; DENGUE VIRUS 2	mus musculus	mus musculus	dengue virus 2	Flanagan, A., Renner, M., Grimes, J.M.	2.0	X-RAY DIFFRACTION	0.216	0.18	False	True	IGHV7	IGKV12	Kappa	None	None	None	None	None	6FLC_BA_I
6flc	H	L	0	G	protein		domain iii of dengue virus 2	VIRAL PROTEIN	01/25/18	2C8 Fab bound to EDIII of DenV 2	MUS MUSCULUS; DENGUE VIRUS 2	mus musculus	mus musculus	dengue virus 2	Flanagan, A., Renner, M., Grimes, J.M.	2.0	X-RAY DIFFRACTION	0.216	0.18	False	True	IGHV7	IGKV12	Kappa	None	None	None	None	None	6FLC_HL_G
4edw	H	L	0	V	protein		beta-nerve growth factor	immune system	03/27/12	Nerve Growth Factor in Complex with Fab from humanized version of mouse mAb 911 (tanezumab)	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Eigenbrot, C., Ultsch, M.	2.48	X-RAY DIFFRACTION	0.249	0.2	False	True	IGHV4	IGKV1	Kappa	None	None	None	None	None	4EDW_HL_V
4y5v	G	H	0	I	protein		erythropoietin receptor	protein binding/immune system	02/12/15	Diabody 305 complex with EpoR	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Moraga, I., Guo, F., Ozkan, E., Jude, K.M., Garcia, K.C.	2.6039999999999996	X-RAY DIFFRACTION	0.229	0.187	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None	4Y5V_GH_I
4y5v	D	E	0	F	protein		erythropoietin receptor	protein binding/immune system	02/12/15	Diabody 305 complex with EpoR	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Moraga, I., Guo, F., Ozkan, E., Jude, K.M., Garcia, K.C.	2.6039999999999996	X-RAY DIFFRACTION	0.229	0.187	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None	4Y5V_DE_F
4y5v	A	B	0	C	protein		erythropoietin receptor	protein binding/immune system	02/12/15	Diabody 305 complex with EpoR	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Moraga, I., Guo, F., Ozkan, E., Jude, K.M., Garcia, K.C.	2.6039999999999996	X-RAY DIFFRACTION	0.229	0.187	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None	4Y5V_AB_C
4jo2	H	L	0	P	peptide		gp120	IMMUNE SYSTEM/VIRAL PROTEIN	03/16/13	Crystal structure of rabbit mAb R56 Fab in complex with V3 crown of HIV-1 Consensus A gp120	ORYCTOLAGUS CUNICULUS; HUMAN IMMUNODEFICIENCY VIRUS 1	oryctolagus cuniculus	oryctolagus cuniculus	human immunodeficiency virus 1	Pan, R.M., Kong, X.P.	2.5	X-RAY DIFFRACTION	0.265	0.19	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None	4JO2_HL_P
4jo2	I	M	0	Q	peptide		gp120	IMMUNE SYSTEM/VIRAL PROTEIN	03/16/13	Crystal structure of rabbit mAb R56 Fab in complex with V3 crown of HIV-1 Consensus A gp120	ORYCTOLAGUS CUNICULUS; HUMAN IMMUNODEFICIENCY VIRUS 1	oryctolagus cuniculus	oryctolagus cuniculus	human immunodeficiency virus 1	Pan, R.M., Kong, X.P.	2.5	X-RAY DIFFRACTION	0.265	0.19	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None	4JO2_IM_Q
5fgc	E	B	0	A	peptide		genome polyprotein	VIRAL PROTEIN	12/20/15	Three dimensional structure of broadly neutralizing human anti - Hepatitis C virus (HCV) glycoprotein E2 Fab fragment HC33.8	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	hepatitis c virus genotype 1a (isolate h)	Girard-Blanc, C., Rey, F.A., Krey, T.	1.9	X-RAY DIFFRACTION	0.236	0.19399999999999998	False	True	IGHV3	IGLV3	Lambda	None	None	None	None	None	5FGC_EB_A
6o24	A	B	0	I	peptide		circumsporozoite protein	IMMUNE SYSTEM	02/22/19	Crystal structure of 4498 Fab in complex with circumsporozoite protein NANP3 and anti-Kappa VHH domain	HOMO SAPIENS; LAMA GLAMA; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	plasmodium falciparum	Scally, S.W., Bosch, A., Prieto, K., Murugan, R., Wardemann, H., Julien, J.P.	1.4	X-RAY DIFFRACTION	0.186	0.161	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None	6O24_AB_I
6uoe	H	L	0	P	peptide		envelope glycoprotein b	IMMUNE SYSTEM/VIRAL PROTEIN	10/14/19	3-25 Fab germline-reversion variant bound to an HCMV gB-derived peptide	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	human betaherpesvirus 5	Wrapp, D., McLellan, J.S.	1.8	X-RAY DIFFRACTION	0.186	0.16	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None	6UOE_HL_P
5dqd	H	L	0	H	carbohydrate	KD2	2-(acetylamino)-6-O-[2-(acetylamino)-2-deoxy-4-O-phosphono-beta-D-glucopyranosyl]-2-deoxy-1-O-phosphono-alpha-D-glucopyranose	IMMUNE SYSTEM	09/14/15	Structure of S55-5 Fab in complex with lipid A carbohydrate backbone	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Haji-Ghassemi, O., Evans, S.V.	1.94	X-RAY DIFFRACTION	0.222	0.172	False	False	IGHV5	IGKV3	Kappa	None	None	None	None	None	5DQD_HL_H
7jmp	H	L	0	A	protein		spike protein s1	Viral Protein/IMMUNE SYSTEM	08/02/20	Crystal structure of SARS-CoV-2 receptor binding domain in complex with neutralizing antibody COVA2-39	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wu, N.C., Yuan, M., Liu, H., Zhu, X., Wilson, I.A.	1.712	X-RAY DIFFRACTION	0.209	0.177	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None	7JMP_HL_A
6blh	H	L	0	G	peptide		major surface glycoprotein g	VIRAL PROTEIN/IMMUNE SYSTEM	11/10/17	RSV G central conserved region bound to Fab CB017.5	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	human respiratory syncytial virus a (strainrsb6256) 	Jones, H.G., McLellan, J.S., Langedijk, J.P.	2.0	X-RAY DIFFRACTION	0.226	0.187	False	True	IGHV3	IGLV3	Lambda	None	None	None	None	None	6BLH_HL_G
6nyq	H	L	0	C	protein		glycosylated lysosomal membrane protein	IMMUNE SYSTEM	02/12/19	Crystal structure of glycosylated lysosomal membrane protein (GLMP) luminal domain bound to a Fab fragment	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Huang, C.S., Boenig, G., Hymowitz, S.G.	1.85	X-RAY DIFFRACTION	0.204	0.16399999999999998	False	True	IGHV1	IGKV12	Kappa	None	None	None	None	None	6NYQ_HL_C
6o23	C	D	0	E	peptide		circumsporozoite protein	IMMUNE SYSTEM	02/22/19	Crystal structure of 2243 Fab in complex with circumsporozoite protein NANP5	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	plasmodium falciparum	Scally, S.W., Bosch, A., Prieto, K., Murugan, R., Wardemann, H., Julien, J.P.	2.0	X-RAY DIFFRACTION	0.224	0.18600000000000003	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None	6O23_CD_E
6o23	A	B	0	E	peptide		circumsporozoite protein	IMMUNE SYSTEM	02/22/19	Crystal structure of 2243 Fab in complex with circumsporozoite protein NANP5	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	plasmodium falciparum	Scally, S.W., Bosch, A., Prieto, K., Murugan, R., Wardemann, H., Julien, J.P.	2.0	X-RAY DIFFRACTION	0.224	0.18600000000000003	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None	6O23_AB_E
6osv	H	L	0	K	protein		tyrosine-protein kinase transmembrane receptor ror2	immune sytem/transferase	04/01/20	Potent and Selective Antitumor Antibody Targeting a Membrane-Proximal Epitope of ROR2	ORYCTOLAGUS CUNICULUS; HOMO SAPIENS	oryctolagus cuniculus	oryctolagus cuniculus	homo sapiens	Park, H., Rader, C.	1.34	X-RAY DIFFRACTION	0.189	0.162	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None	6OSV_HL_K
2ypv	H	L	0	A	protein		lipoprotein	IMMUNE SYSTEM	11/01/12	Crystal structure of the Meningococcal vaccine antigen factor H  binding protein in complex with a bactericidal antibody	NEISSERIA MENINGITIDIS MC58; MUS MUSCULUS	mus musculus	mus musculus	neisseria meningitidis mc58	Malito, E., Veggi, D., Bottomley, M.J.	1.8	X-RAY DIFFRACTION	0.2246	0.1812	False	False	IGHV1	IGKV14	Kappa	None	None	None	None	None	2YPV_HL_A
6o39	B	A	0	C	protein		frizzled-5	SIGNALING PROTEIN	02/26/19	Crystal structure of Frizzled 5 CRD in complex with F2.I Fab	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Raman, S., Beilschmidt, M., Fransson, J., Julien, J.P.	1.8	X-RAY DIFFRACTION	0.234	0.196	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None	6O39_BA_C
4xmp	H	L	0	G	protein		envelope glycoprotein gp160,envelope glycoprotein gp160,envelope glycoprotein gp160 	IMMUNE SYSTEM	01/15/15	Crystal structure of broadly and potently neutralizing antibody VRC08 in complex with HIV-1 clade A strain Q842.d12 gp120	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Zhou, T., Srivatsan, S., Kwong, P.D.	1.7831	X-RAY DIFFRACTION	0.201	0.165	False	True	unknown	unknown	unknown	None	None	None	None	None	4XMP_HL_G
6lra	H	L	0	C	peptide		vqiink	IMMUNE SYSTEM	01/15/20	The complex structure of PHF core domain peptide of tau and antibody's Fab domain.	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	homo sapiens	Tomohiro, T., Kouki, S., Tomohiro, S., Takahiro, T., Katsushiro, M., Yasuko, I., Katsuhiko, M., Taizo, T., Toshimitsu, I., Koji, T.	1.9	X-RAY DIFFRACTION	0.249	0.188	False	False	IGHV1	IGLV3	Lambda	None	None	None	None	None	6LRA_HL_C
5my4	B	A	0	C	peptide		pyroglutamate-abeta pe3-12-pegb	IMMUNE SYSTEM	01/25/17	Structure of Pyroglutamate-Abeta-specific Fab c#17 in complex with human Abeta-pE3-12PEGb	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	homo sapiens	Parthier, C., Piechotta, A., Stubbs, M.T.	2.211	X-RAY DIFFRACTION	0.250	0.18600000000000003	False	True	IGHV5	IGKV1	Kappa	None	None	None	None	None	5MY4_BA_C
2dqt	H	L	0	H	Hapten	CPD	[1-(3-DIMETHYLAMINO-PROPYL)-3-ETHYL-UREIDO]-[4-(2,2,2-TRIFLUORO-ACETYLAMINO)-BENZYL]PHOSPHINIC ACID-2-(2,2-DIHYDRO-ACETYLAMINO)-3-HYDROXY-1-(4-NITROPHENYL)-PROPYL ESTER	IMMUNE SYSTEM	05/30/06	High resolution crystal structure of the complex of the hydrolytic antibody Fab 6D9 and a transition-state analog	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Kristensen, O., Vassylyev, D.G., Tanaka, F., Ito, N., Morikawa, K., Fujii, I.	1.8	X-RAY DIFFRACTION	0.246	0.187	False	False	IGHV5	IGKV1	Kappa	None	None	None	None	None	2DQT_HL_H
4hpo	H	L	0	P	peptide		envelope glycoprotein gp160	Immune System/Viral Protein	10/24/12	Crystal structure of RV144-elicited antibody CH58 in complex with V2 peptide	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	human immunodeficiency virus 1	McLellan, J.S., Gorman, J., Haynes, B.F., Kwong, P.D.	1.694	X-RAY DIFFRACTION	0.211	0.185	False	True	IGHV5	IGLV6	Lambda	None	None	None	None	None	4HPO_HL_P
6dkj	H	L	0	C	protein		gastric inhibitory polypeptide receptor	SIGNALING PROTEIN	05/29/18	human GIPR ECD and Fab complex	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Min, X., Wang, Z.	1.95	X-RAY DIFFRACTION	0.238	0.19899999999999998	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None	6DKJ_HL_C
6dkj	A	B	0	D	protein		gastric inhibitory polypeptide receptor	SIGNALING PROTEIN	05/29/18	human GIPR ECD and Fab complex	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Min, X., Wang, Z.	1.95	X-RAY DIFFRACTION	0.238	0.19899999999999998	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None	6DKJ_AB_D
6b0h	D	C	0	I	protein		pfs25	IMMUNE SYSTEM	09/14/17	Crystal structure of Pfs25 in complex with the transmission blocking antibody 1262	PLASMODIUM FALCIPARUM; HOMO SAPIENS	homo sapiens	homo sapiens	plasmodium falciparum	McLeod, B., Scally, S.W., Bosch, A., King, C.R., Julien, J.P.	2.7	X-RAY DIFFRACTION	0.238	0.18600000000000003	False	True	IGHV4	IGKV1	Kappa	None	None	None	None	None	6B0H_DC_I
6b0h	B	A	0	J	protein		pfs25	IMMUNE SYSTEM	09/14/17	Crystal structure of Pfs25 in complex with the transmission blocking antibody 1262	PLASMODIUM FALCIPARUM; HOMO SAPIENS	homo sapiens	homo sapiens	plasmodium falciparum	McLeod, B., Scally, S.W., Bosch, A., King, C.R., Julien, J.P.	2.7	X-RAY DIFFRACTION	0.238	0.18600000000000003	False	True	IGHV4	IGKV1	Kappa	None	None	None	None	None	6B0H_BA_J
6bpa	E	F	0	D	protein		reticulocyte binding protein 2, putative	CELL INVASION	11/22/17	Plasmodium vivax reticulocyte binding protein 2b (PvRBP2b) bound to monoclonal antibody 3E9	PLASMODIUM VIVAX (STRAIN SALVADOR I); MUS MUSCULUS	mus musculus	mus musculus	plasmodium vivax (strain salvador i)	Gruszczyk, J., Chan, L.J., Tham, W.H.	2.53	X-RAY DIFFRACTION	0.225	0.19399999999999998	False	False	IGHV14	IGKV17	Kappa	None	None	None	None	None	6BPA_EF_D
6bpa	B	C	0	A	protein		reticulocyte binding protein 2, putative	CELL INVASION	11/22/17	Plasmodium vivax reticulocyte binding protein 2b (PvRBP2b) bound to monoclonal antibody 3E9	PLASMODIUM VIVAX (STRAIN SALVADOR I); MUS MUSCULUS	mus musculus	mus musculus	plasmodium vivax (strain salvador i)	Gruszczyk, J., Chan, L.J., Tham, W.H.	2.53	X-RAY DIFFRACTION	0.225	0.19399999999999998	False	False	IGHV14	IGKV17	Kappa	None	None	None	None	None	6BPA_BC_A
3pgf	H	L	0	A	protein		maltose-binding periplasmic protein	MALTODEXTRIN BINDING PROTEIN/DE NOVO PROTEIN	11/01/10	Crystal structure of maltose bound MBP with a conformationally specific synthetic antigen binder (sAB)	ESCHERICHIA COLI; HOMO SAPIENS	homo sapiens	homo sapiens	escherichia coli	Kossiakoff, A.A., Duguid, E.M., Sandstrom, A.	2.1	X-RAY DIFFRACTION	0.227	0.177	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None	3PGF_HL_A
5xct	A	B	0	C	peptide		c8 peptide	IMMUNE SYSTEM	03/23/17	Crystal structure of P20.1 Fv-clasp fragment with its antigen peptide	MUS MUSCULUS; HOMO SAPIENS; SYNTHETIC CONSTRUCT	mus musculus, homo sapiens	mus musculus, homo sapiens	homo sapiens	Arimori, T., Takagi, J.	1.17	X-RAY DIFFRACTION	0.185	0.152	False	True	IGHV9	IGLV1	Lambda	None	None	None	None	None	5XCT_AB_C
6vep	O	P	0	Q	protein		insulin receptor subunit alpha	HORMONE RECEPTOR/HORMONE/IMMUNE SYSTEM	01/02/20	Human insulin in complex with the human insulin microreceptor in turn in complex with Fv 83-7	HOMO SAPIENS; MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	homo sapiens	Lawrence, M.C., Menting, J.G.T.	2.9	X-RAY DIFFRACTION	0.225	0.193	False	True	IGHV2	IGKV8	Kappa	None	None	None	None	None	6VEP_OP_Q
6vep	I	J	0	K	protein		insulin receptor subunit alpha	HORMONE RECEPTOR/HORMONE/IMMUNE SYSTEM	01/02/20	Human insulin in complex with the human insulin microreceptor in turn in complex with Fv 83-7	HOMO SAPIENS; MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	homo sapiens	Lawrence, M.C., Menting, J.G.T.	2.9	X-RAY DIFFRACTION	0.225	0.193	False	True	IGHV2	IGKV8	Kappa	None	None	None	None	None	6VEP_IJ_K
6vep	U	V	0	W	protein		insulin receptor subunit alpha	HORMONE RECEPTOR/HORMONE/IMMUNE SYSTEM	01/02/20	Human insulin in complex with the human insulin microreceptor in turn in complex with Fv 83-7	HOMO SAPIENS; MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	homo sapiens	Lawrence, M.C., Menting, J.G.T.	2.9	X-RAY DIFFRACTION	0.225	0.193	False	True	IGHV2	IGKV8	Kappa	None	None	None	None	None	6VEP_UV_W
