pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid
6fxn	M	N	0	J	protein	NA	tumor necrosis factor ligand superfamily member 13b	IMMUNE SYSTEM	03/09/18	Crystal structure of human BAFF in complex with Fab fragment of anti-BAFF antibody belimumab	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Lammens, A., Maskos, K., Willen, L., Jiang, X., Schneider, P.	2.9	X-RAY DIFFRACTION	0.231	0.191	False	True	IGHV1	IGLV3	Lambda	None	None	None	None	None
6fxn	Q	R	0	K	protein	NA	tumor necrosis factor ligand superfamily member 13b	IMMUNE SYSTEM	03/09/18	Crystal structure of human BAFF in complex with Fab fragment of anti-BAFF antibody belimumab	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Lammens, A., Maskos, K., Willen, L., Jiang, X., Schneider, P.	2.9	X-RAY DIFFRACTION	0.231	0.191	False	True	IGHV1	IGLV3	Lambda	None	None	None	None	None
5dk3	B	A	0	NA	NA	NA	NA	IMMUNE SYSTEM	09/02/15	Crystal Structure of Pembrolizumab, a full length IgG4 antibody	HOMO SAPIENS	homo sapiens	homo sapiens		Scapin, G., Prosise, W., Reichert, P.	2.28	X-RAY DIFFRACTION	0.224	0.184	False	True	IGHV1	IGKV3D	Kappa	None	None	None	None	None
5dk3	G	F	0	NA	NA	NA	NA	IMMUNE SYSTEM	09/02/15	Crystal Structure of Pembrolizumab, a full length IgG4 antibody	HOMO SAPIENS	homo sapiens	homo sapiens		Scapin, G., Prosise, W., Reichert, P.	2.28	X-RAY DIFFRACTION	0.224	0.184	False	True	IGHV1	IGKV3D	Kappa	None	None	None	None	None
5eii	H	L	0	G	protein	NA	histone chaperone asf1	IMMUNE SYSTEM	10/29/15	Structural determination of an protein complex of a Fab with increased solubility	HOMO SAPIENS; SACCHAROMYCES CEREVISIAE	homo sapiens	homo sapiens	saccharomyces cerevisiae	Bailey, L.J., Kossiakoff, A.A., Chaperone-Enabled Studies of Epigenetic Regulation Enzymes (CEBS)	2.44	X-RAY DIFFRACTION	0.233	0.185	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
5eii	A	B	0	I	protein	NA	histone chaperone asf1	IMMUNE SYSTEM	10/29/15	Structural determination of an protein complex of a Fab with increased solubility	HOMO SAPIENS; SACCHAROMYCES CEREVISIAE	homo sapiens	homo sapiens	saccharomyces cerevisiae	Bailey, L.J., Kossiakoff, A.A., Chaperone-Enabled Studies of Epigenetic Regulation Enzymes (CEBS)	2.44	X-RAY DIFFRACTION	0.233	0.185	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
6gfe	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	04/30/18	High-resolution Structure of a therapeutic full-length anti-NPRA Antibody with exceptional Conformational Diversity	HOMO SAPIENS	homo sapiens	homo sapiens		Hoerer, S.	1.8	X-RAY DIFFRACTION	0.200	0.181	False	True	IGHV6	IGKV3	Kappa	None	None	None	None	None
6gfe	K	M	0	NA	NA	NA	NA	IMMUNE SYSTEM	04/30/18	High-resolution Structure of a therapeutic full-length anti-NPRA Antibody with exceptional Conformational Diversity	HOMO SAPIENS	homo sapiens	homo sapiens		Hoerer, S.	1.8	X-RAY DIFFRACTION	0.200	0.181	False	True	IGHV6	IGKV3	Kappa	None	None	None	None	None
5nuz	H	L	0	D	protein	NA	pre-glycoprotein polyprotein gp complex	IMMUNE SYSTEM	05/03/17	Junin virus GP1 glycoprotein in complex with an antibody Fab fragment	MUS MUSCULUS; JUNIN MAMMARENAVIRUS	mus musculus	mus musculus	junin mammarenavirus	Zeltina, A., Krumm, S.A., Sahin, M., Struwe, W.B., Harlos, K., Nunberg, J.H., Crispin, M., Pinschewer, D.D., Doores, K.J., Bowden, T.A.	1.85	X-RAY DIFFRACTION	0.210	0.185	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
5nuz	A	B	0	C	protein	NA	pre-glycoprotein polyprotein gp complex	IMMUNE SYSTEM	05/03/17	Junin virus GP1 glycoprotein in complex with an antibody Fab fragment	MUS MUSCULUS; JUNIN MAMMARENAVIRUS	mus musculus	mus musculus	junin mammarenavirus	Zeltina, A., Krumm, S.A., Sahin, M., Struwe, W.B., Harlos, K., Nunberg, J.H., Crispin, M., Pinschewer, D.D., Doores, K.J., Bowden, T.A.	1.85	X-RAY DIFFRACTION	0.210	0.185	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
6mwn	C	D	0	B	nucleic-acid	NA	hav dv rna (92-mer)	RNA/Immune System	10/29/18	Crystal structure of hepatitis A virus IRES domain V in complex with Fab HAVx	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	hepatovirus a	Koirala, D., Shao, Y., Piccirilli, J.A.	2.838	X-RAY DIFFRACTION	0.252	0.186	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
6mwn	H	L	0	A	nucleic-acid	NA	hav dv rna (92-mer)	RNA/Immune System	10/29/18	Crystal structure of hepatitis A virus IRES domain V in complex with Fab HAVx	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	hepatovirus a	Koirala, D., Shao, Y., Piccirilli, J.A.	2.838	X-RAY DIFFRACTION	0.252	0.186	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
6ele	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	09/28/17	FAB Fragment. AbVance: Increasing our knowledge of antibody structural space to enable faster and better decision making in antibody drug discovery	HOMO SAPIENS	homo sapiens	homo sapiens		Benz, J., Weigand, S., Dengl, S., Schlothauer, T., Auer, J., Ehler, A., Kettenberger, H., Lorenz, S., Hirschheydt, T., Georges, G.	1.78	X-RAY DIFFRACTION	0.218	0.190	False	True	IGHV4	IGKV1	Kappa	None	None	None	None	None
6ele	A	B	0	NA	NA	NA	NA	IMMUNE SYSTEM	09/28/17	FAB Fragment. AbVance: Increasing our knowledge of antibody structural space to enable faster and better decision making in antibody drug discovery	HOMO SAPIENS	homo sapiens	homo sapiens		Benz, J., Weigand, S., Dengl, S., Schlothauer, T., Auer, J., Ehler, A., Kettenberger, H., Lorenz, S., Hirschheydt, T., Georges, G.	1.78	X-RAY DIFFRACTION	0.218	0.190	False	True	IGHV4	IGKV1	Kappa	None	None	None	None	None
4xzu	E	F	0	G	protein	NA	coagulation factor viii	IMMUNE SYSTEM	02/05/15	Crystal Structure of the Human Factor VIII C2 Domain in Complex with Murine 3E6 Inhibitory Antibody	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Spiegel, P.C., Wuerth, M.E.	2.61	X-RAY DIFFRACTION	0.267	0.199	False	False	IGHV9	IGKV4	Kappa	None	None	None	None	None
4xzu	A	B	0	M	protein	NA	coagulation factor viii	IMMUNE SYSTEM	02/05/15	Crystal Structure of the Human Factor VIII C2 Domain in Complex with Murine 3E6 Inhibitory Antibody	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Spiegel, P.C., Wuerth, M.E.	2.61	X-RAY DIFFRACTION	0.267	0.199	False	False	IGHV9	IGKV4	Kappa	None	None	None	None	None
5w5x	H	L	0	A	protein	NA	apoptosis regulator bax	APOPTOSIS/IMMUNE SYSTEM	06/16/17	Crystal structure of BAXP168G in complex with an activating antibody	HOMO SAPIENS; RATTUS NORVEGICUS	rattus norvegicus	rattus norvegicus	homo sapiens	Robin, A.Y., Colman, P.M., Czabotar, P.E.	2.502	X-RAY DIFFRACTION	0.244	0.187	False	False	IGHV1	IGKV22	Kappa	None	None	None	None	None
3vg0	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	01/10/12	Antibody Fab fragment	MUS MUSCULUS	mus musculus	mus musculus		Carpenter, B., Hemsworth, G.R., Ross, R.J., Artymiuk, P.J.	2.27	X-RAY DIFFRACTION	0.260	0.190	False	False	IGHV2	IGKV6	Kappa	None	None	None	None	None
4j6r	H	L	0	G	protein	NA	envelope glycoprotein gp160	viral protein/immune system	02/11/13	Crystal structure of broadly and potently neutralizing antibody VRC23 in complex with HIV-1 gp120	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Zhou, T., Moquin, S., Kwong P.D.	1.64	X-RAY DIFFRACTION	0.198	0.164	False	True	unknown	IGKV3	Kappa	None	None	None	None	None
3liz	H	L	0	A	protein	NA	aspartic protease bla g 2	hydrolase/immune system	01/25/10	crystal structure of bla g 2 complexed with Fab 4C3	BLATTELLA GERMANICA; MUS MUSCULUS	mus musculus	mus musculus	blattella germanica	Li, M., Gustchina, A., Glesner, J., Wunschmann, S., Pomes, A., Wlodawer, A.	1.8	X-RAY DIFFRACTION	0.202	0.177	False	False	IGHV5	IGKV14	Kappa	None	None	None	None	None
1t3f	B	A	0	NA	NA	NA	NA	IMMUNE SYSTEM	04/26/04	THREE DIMENSIONAL STRUCTURE OF A HUMANIZED ANTI-IFN-GAMMA FAB (HuZAF) IN P21 21 21 SPACE GROUP	HOMO SAPIENS	homo sapiens	homo sapiens		Bourne, P.C., Terzyan, S.S., Cloud, G., Landolfi, N.F., Vasquez, M., Edmundson, A.B.	2.0	X-RAY DIFFRACTION	0.222	0.172	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
1jpt	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	08/03/01	Crystal Structure of Fab D3H44	HOMO SAPIENS	homo sapiens	homo sapiens		Faelber, K., Kirchhofer, D., Presta, L., Kelley, R.F., Muller, Y.A.	1.85	X-RAY DIFFRACTION	0.228	0.182	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
4al8	H	L	0	C	protein	NA	envelope protein	IMMUNE SYSTEM	03/02/12	Structure of Dengue virus DIII in complex with Fab 2H12	DENGUE VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	dengue virus	Midgley, C.M., Flanagan, A., Mongkolsapaya, J., Grimes, J.M., Screaton, G.R.	1.66	X-RAY DIFFRACTION	0.1975	0.1699	False	False	IGHV1	IGKV6	Kappa	None	None	None	None	None
6xzw	H	L	0	D	protein	NA	lipoprot_c domain-containing protein	IMMUNE SYSTEM	02/05/20	Crystal structure of the meningococcal vaccine antigen fHbp in complex with a cross-reactive human Fab.	NEISSERIA MENINGITIDIS SEROGROUP B (STRAIN MC58); HOMO SAPIENS	homo sapiens	homo sapiens	neisseria meningitidis serogroup b (strainmc58) 	Veggi, D., Cozzi, R.	2.4	X-RAY DIFFRACTION	0.250	0.200	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
1wej	H	L	0	F	protein	NA	cytochrome c	COMPLEX (ANTIBODY/ELECTRON TRANSPORT)	03/26/98	IGG1 FAB FRAGMENT (OF E8 ANTIBODY) COMPLEXED WITH HORSE CYTOCHROME C AT 1.8 A RESOLUTION	MUS MUSCULUS; EQUUS CABALLUS	mus musculus	mus musculus	equus caballus	Mylvaganam, S.E., Paterson, Y., Getzoff, E.D.	1.8	X-RAY DIFFRACTION	0.256	0.200	False	False	IGHV14	IGKV12	Kappa	1.58E-08	-10.63	ITC	25	7539913
5ifh	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	02/26/16	Crystal structure of the BCR Fab fragment from subset #2 case P11475	HOMO SAPIENS	homo sapiens	homo sapiens		Minici, C., Degano, M.	2.293	X-RAY DIFFRACTION	0.209	0.180	False	True	IGHV3	IGLV3	Lambda	None	None	None	None	None
5dhv	H	L	0	M	protein	NA	protein rev	IMMUNE SYSTEM	08/31/15	HIV-1 Rev NTD dimers with variable crossing angles	HOMO SAPIENS; HUMAN IMMUNODEFICIENCY VIRUS 1	homo sapiens	homo sapiens	human immunodeficiency virus 1	DiMattia, M.A., Watts, N.R., Wingfield, P.T., Grimes, J.M., Stuart, D.I., Steven, A.C.	2.3	X-RAY DIFFRACTION	0.227	0.188	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
5dhv	A	B	0	N	protein	NA	protein rev	IMMUNE SYSTEM	08/31/15	HIV-1 Rev NTD dimers with variable crossing angles	HOMO SAPIENS; HUMAN IMMUNODEFICIENCY VIRUS 1	homo sapiens	homo sapiens	human immunodeficiency virus 1	DiMattia, M.A., Watts, N.R., Wingfield, P.T., Grimes, J.M., Stuart, D.I., Steven, A.C.	2.3	X-RAY DIFFRACTION	0.227	0.188	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
6avn	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	09/03/17	Crystal structure of unbound anti-HIV antibody Fab PGV19 at 2.5 A	HOMO SAPIENS	homo sapiens	homo sapiens		Sarkar, A., Wilson, I.A.	2.5	X-RAY DIFFRACTION	0.250	0.199	False	True	unknown	IGLV2	Lambda	None	None	None	None	None
5f3b	E	F	0	D	protein	NA	growth/differentiation factor 8	Signaling Protein/Immune System	12/02/15	Structure of myostatin in complex with chimeric RK35 antibody	MUS MUSCULUS; HOMO SAPIENS	mus musculus	mus musculus	homo sapiens	Parris, K.D., Mosyak, L.	1.76	X-RAY DIFFRACTION	0.206	0.179	False	True	IGHV5	IGKV6	Kappa	None	None	None	None	None
5f3b	A	B	0	C	protein	NA	growth/differentiation factor 8	Signaling Protein/Immune System	12/02/15	Structure of myostatin in complex with chimeric RK35 antibody	MUS MUSCULUS; HOMO SAPIENS	mus musculus	mus musculus	homo sapiens	Parris, K.D., Mosyak, L.	1.76	X-RAY DIFFRACTION	0.206	0.179	False	True	IGHV5	IGKV6	Kappa	None	None	None	None	None
1b2w	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	12/01/98	COMPARISON OF THE THREE-DIMENSIONAL STRUCTURES OF A HUMANIZED AND A CHIMERIC FAB OF AN ANTI-GAMMA-INTERFERON ANTIBODY	MUS MUSCULUS, HOMO SAPIENS				Fan, Z., Shan, L., Goldsteen, B.Z., Guddat, L.W., Thakur, A., Landolfi, N.F., Co, M.S., Vasquez, M., Queen, C., Ramsland, P.A., Edmundson, A.B.	2.9	X-RAY DIFFRACTION	0.330	0.188	False	False	IGHV3	IGKV1	Kappa	None	None	None	None	None
6iap	H	L	0	A	protein	NA	natural cytotoxicity triggering receptor 1	IMMUNE SYSTEM	11/27/18	structure of human NKp46 in complex with antibody NKp46-1 and NKp46-4	HOMO SAPIENS; SYNTHETIC CONSTRUCT	synthetic construct	synthetic construct	homo sapiens	Roussel, A., Amigues, B.	2.9	X-RAY DIFFRACTION	0.263	0.187	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
6iap	E	D	0	A	protein	NA	natural cytotoxicity triggering receptor 1	IMMUNE SYSTEM	11/27/18	structure of human NKp46 in complex with antibody NKp46-1 and NKp46-4	HOMO SAPIENS; SYNTHETIC CONSTRUCT	synthetic construct	synthetic construct	homo sapiens	Roussel, A., Amigues, B.	2.9	X-RAY DIFFRACTION	0.263	0.187	False	True	IGHV1	IGKV12	Kappa	None	None	None	None	None
2r0l	H	L	0	A	protein	NA	hepatocyte growth factor activator	HYDROLASE, IMMUNE SYSTEM	08/20/07	Short Form HGFA with Inhibitory Fab75	HOMO SAPIENS; HOMO SAPIENS, SYNTHETIC CONSTRUCT; SYNTHETIC CONSTRUCT			homo sapiens	Eigenbrot, C., Shia, S.	2.2	X-RAY DIFFRACTION	0.248	0.193	False	True	IGHV3	IGKV1	Kappa	1.46E-08	-10.68	SPR	25	18077410
1cic	D	C	0	NA	NA	NA	NA	IMMUNOGLOBULIN	03/31/99	IDIOTOPE-ANTI-IDIOTOPE FAB-FAB COMPLEX; D1.3-E225	MUS MUSCULUS	mus musculus	mus musculus		Bentley, G.A.	2.5	X-RAY DIFFRACTION	unknown	0.179	False	False	IGHV2	IGKV12	Kappa	None	None	None	None	None
1cic	B	A	0	NA	NA	NA	NA	IMMUNOGLOBULIN	03/31/99	IDIOTOPE-ANTI-IDIOTOPE FAB-FAB COMPLEX; D1.3-E225	MUS MUSCULUS	mus musculus	mus musculus		Bentley, G.A.	2.5	X-RAY DIFFRACTION	unknown	0.179	False	False	IGHV1	IGKV6	Kappa	None	None	None	None	None
3ley	H	L	0	P	peptide	NA	envelope glycoprotein gp41	IMMUNE SYSTEM	01/15/10	2F5 Epitope scaffold elicited anti-HIV-1 monoclonal antibody 6a7 in complex with HIV-1 GP41	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	human immunodeficiency virus 1	Ofek, G., Guenaga, F.J., Schief, W.R., Skinner, J., Baker, D., Wyatt, R., Kwong, P.D.	1.99	X-RAY DIFFRACTION	0.215	0.177	False	False	IGHV3	IGKV1	Kappa	None	None	None	None	None
4pub	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	03/12/14	Crystal structure of Fab DX-2930	HOMO SAPIENS	homo sapiens	homo sapiens		Abendroth, J., Edwards, T.E., Nixon, A., Ladner, R.	1.75	X-RAY DIFFRACTION	0.214	0.172	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
4jzo	G	H	0	L	peptide	NA	envelope glycoprotein e2	immune system/viral protein	04/03/13	Three dimensional structure of broadly neutralizing human anti - Hepatitis C virus (HCV) glycoprotein E2 Fab fragment HC84-27	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	hepatitis c virus (isolate h)	Krey, T., Rey, F.A.	2.22	X-RAY DIFFRACTION	0.236	0.196	False	True	IGHV1	IGLV3	Lambda	None	None	None	None	None
4jzo	C	F	0	K	peptide	NA	envelope glycoprotein e2	immune system/viral protein	04/03/13	Three dimensional structure of broadly neutralizing human anti - Hepatitis C virus (HCV) glycoprotein E2 Fab fragment HC84-27	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	hepatitis c virus (isolate h)	Krey, T., Rey, F.A.	2.22	X-RAY DIFFRACTION	0.236	0.196	False	True	IGHV1	IGLV3	Lambda	None	None	None	None	None
4jzo	D	E	0	I	peptide	NA	envelope glycoprotein e2	immune system/viral protein	04/03/13	Three dimensional structure of broadly neutralizing human anti - Hepatitis C virus (HCV) glycoprotein E2 Fab fragment HC84-27	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	hepatitis c virus (isolate h)	Krey, T., Rey, F.A.	2.22	X-RAY DIFFRACTION	0.236	0.196	False	True	IGHV1	IGLV3	Lambda	None	None	None	None	None
4jzo	A	B	0	J	peptide	NA	envelope glycoprotein e2	immune system/viral protein	04/03/13	Three dimensional structure of broadly neutralizing human anti - Hepatitis C virus (HCV) glycoprotein E2 Fab fragment HC84-27	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	hepatitis c virus (isolate h)	Krey, T., Rey, F.A.	2.22	X-RAY DIFFRACTION	0.236	0.196	False	True	IGHV1	IGLV3	Lambda	None	None	None	None	None
7ce2	Z	B	0	A	protein	NA	tetanus toxin	HYDROLASE	04/07/21	The Crystal structure of TeNT Hc complexed with neutralizing antibody	CLOSTRIDIUM TETANI; HOMO SAPIENS	homo sapiens	homo sapiens	clostridium tetani	Wang, X., Wang, Y., Wu, C., Yu, J., Liao, H.	2.01	X-RAY DIFFRACTION	0.218	0.180	False	True	IGHV4	IGKV3	Kappa	None	None	None	None	None
4hc1	M	N	0	B	protein	NA	mucosal addressin cell adhesion molecule 1	IMMUNE SYSTEM	09/28/12	Crystal structure of a loop deleted mutant of human MAdCAM-1 D1D2 complexed with Fab 10G3	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Springer, T., Yu, Y., Zhu, J.	2.871	X-RAY DIFFRACTION	0.253	0.200	False	True	IGHV3	IGKV14	Kappa	None	None	None	None	None
4hc1	H	L	0	A	protein	NA	mucosal addressin cell adhesion molecule 1	IMMUNE SYSTEM	09/28/12	Crystal structure of a loop deleted mutant of human MAdCAM-1 D1D2 complexed with Fab 10G3	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Springer, T., Yu, Y., Zhu, J.	2.871	X-RAY DIFFRACTION	0.253	0.200	False	True	IGHV3	IGKV14	Kappa	None	None	None	None	None
4aeh	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	01/10/12	Crystal structure of the anti-AaHI Fab9C2 antibody	MUS MUSCULUS	mus musculus	mus musculus		Fabrichny, I.P., Mondielli, G., Conrod, S., Martin-Eauclaire, M.F., Bourne, Y., Marchot, P.	1.6	X-RAY DIFFRACTION	0.21359	0.17407	False	False	IGHV1	IGKV12	Kappa	None	None	None	None	None
6ddm	B	A	0	C	protein	NA	mhc class i polypeptide-related sequence a	IMMUNE SYSTEM	05/10/18	Crystal Structure Analysis of the Epitope of an Anti-MICA Antibody	MUS MUSCULUS; HOMO SAPIENS	mus musculus	mus musculus	homo sapiens	Matsumoto, M.L.	1.3	X-RAY DIFFRACTION	0.205	0.188	False	True	IGHV1	IGKV4	Kappa	None	None	None	None	None
4m43	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	08/06/13	Crystal structure of anti-rabies glycoprotein Fab 523-11	MUS MUSCULUS	mus musculus	mus musculus		Stanfield, R.L., Wilson, I.A., Wunner, W.H.	1.85	X-RAY DIFFRACTION	0.232	0.194	False	False	IGHV1	IGKV5	Kappa	None	None	None
2r8s	H	L	0	R	nucleic-acid	NA	p4-p6 rna ribozyme domain	IMMUNE SYSTEM/RNA	09/11/07	High resolution structure of a specific synthetic FAB bound to P4-P6 RNA ribozyme domain	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus		Ye, J.D., Tereshko, V., Sidhu, S.S., Koide, S., Kossiakoff, A.A., Piccirilli, J.A.	1.95	X-RAY DIFFRACTION	0.226	0.195	False	False	IGHV3	IGKV1	Kappa	None	None	None	None	None
4jg1	H	L	0	P	peptide	NA	phosphopeptide	immune system	02/28/13	Structure of phosphoserine/threonine (pSTAb) scaffold bound to pThr peptide	ESCHERICHIA COLI; SYNTHETIC CONSTRUCT				Koerber, J.T., Thomsen, N.D., Hannigan, B.T., Degrado, W.F., Wells, J.A.	1.55	X-RAY DIFFRACTION	0.174	0.151	False	True	IGHV3	IGKV3	Kappa	None	None	None
5vpl	D	C	0	A	protein	NA	der f 1 variant	HYDROLASE/IMMUNE SYSTEM	05/05/17	CRYSTAL STRUCTURE OF DER F 1 COMPLEXED WITH FAB 4C1	MUS MUSCULUS; DERMATOPHAGOIDES FARINAE	mus musculus	mus musculus	dermatophagoides farinae	Chruszcz, M., Vailes, L.D., Chapman, M.D., Pomes, A., Minor, W.	1.9	X-RAY DIFFRACTION	0.194	0.152	False	True	IGHV3	IGKV14	Kappa	None	None	None	None	None
6flc	B	A	0	I	protein	NA	domain iii of dengue virus 2	VIRAL PROTEIN	01/25/18	2C8 Fab bound to EDIII of DenV 2	MUS MUSCULUS; DENGUE VIRUS 2	mus musculus	mus musculus	dengue virus 2	Flanagan, A., Renner, M., Grimes, J.M.	2.0	X-RAY DIFFRACTION	0.216	0.180	False	True	IGHV7	IGKV12	Kappa	None	None	None	None	None
6flc	H	L	0	G	protein	NA	domain iii of dengue virus 2	VIRAL PROTEIN	01/25/18	2C8 Fab bound to EDIII of DenV 2	MUS MUSCULUS; DENGUE VIRUS 2	mus musculus	mus musculus	dengue virus 2	Flanagan, A., Renner, M., Grimes, J.M.	2.0	X-RAY DIFFRACTION	0.216	0.180	False	True	IGHV7	IGKV12	Kappa	None	None	None	None	None
4edw	H	L	0	V	protein	NA	beta-nerve growth factor	immune system	03/27/12	Nerve Growth Factor in Complex with Fab from humanized version of mouse mAb 911 (tanezumab)	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Eigenbrot, C., Ultsch, M.	2.48	X-RAY DIFFRACTION	0.249	0.200	False	True	IGHV4	IGKV1	Kappa	None	None	None	None	None
6vpy	A	B	0	NA	NA	NA	NA	IMMUNE SYSTEM	02/04/20	I33M (I3.2 mutant from CH103 Lineage)	HOMO SAPIENS	homo sapiens	homo sapiens		Fera, D., Zhou, J.	2.36	X-RAY DIFFRACTION	0.223	0.185	False	True	IGHV4	IGLV3	Lambda	None	None	None	None	None
6vpy	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	02/04/20	I33M (I3.2 mutant from CH103 Lineage)	HOMO SAPIENS	homo sapiens	homo sapiens		Fera, D., Zhou, J.	2.36	X-RAY DIFFRACTION	0.223	0.185	False	True	IGHV4	IGLV3	Lambda	None	None	None	None	None
4y5v	G	H	0	I	protein	NA	erythropoietin receptor	protein binding/immune system	02/12/15	Diabody 305 complex with EpoR	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Moraga, I., Guo, F., Ozkan, E., Jude, K.M., Garcia, K.C.	2.604	X-RAY DIFFRACTION	0.229	0.187	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
4y5v	D	E	0	F	protein	NA	erythropoietin receptor	protein binding/immune system	02/12/15	Diabody 305 complex with EpoR	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Moraga, I., Guo, F., Ozkan, E., Jude, K.M., Garcia, K.C.	2.604	X-RAY DIFFRACTION	0.229	0.187	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
4y5v	A	B	0	C	protein	NA	erythropoietin receptor	protein binding/immune system	02/12/15	Diabody 305 complex with EpoR	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Moraga, I., Guo, F., Ozkan, E., Jude, K.M., Garcia, K.C.	2.604	X-RAY DIFFRACTION	0.229	0.187	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
3cfj	B	A	0	NA	NA	NA	NA	IMMUNE SYSTEM	03/04/08	Crystal structure of catalytic elimination antibody 34E4, orthorhombic crystal form	MUS MUSCULUS, HOMO SAPIENS	mus musculus, homo sapiens	mus musculus, homo sapiens		Debler, E.W., Wilson, I.A.	2.6	X-RAY DIFFRACTION	0.253	0.199	False	True	IGHV4	IGLV1	Lambda	None	None	None	None	None
3cfj	F	E	0	NA	NA	NA	NA	IMMUNE SYSTEM	03/04/08	Crystal structure of catalytic elimination antibody 34E4, orthorhombic crystal form	MUS MUSCULUS, HOMO SAPIENS	mus musculus, homo sapiens	mus musculus, homo sapiens		Debler, E.W., Wilson, I.A.	2.6	X-RAY DIFFRACTION	0.253	0.199	False	True	IGHV4	IGLV1	Lambda	None	None	None	None	None
3cfj	D	C	0	NA	NA	NA	NA	IMMUNE SYSTEM	03/04/08	Crystal structure of catalytic elimination antibody 34E4, orthorhombic crystal form	MUS MUSCULUS, HOMO SAPIENS	mus musculus, homo sapiens	mus musculus, homo sapiens		Debler, E.W., Wilson, I.A.	2.6	X-RAY DIFFRACTION	0.253	0.199	False	True	IGHV4	IGLV1	Lambda	None	None	None	None	None
3cfj	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	03/04/08	Crystal structure of catalytic elimination antibody 34E4, orthorhombic crystal form	MUS MUSCULUS, HOMO SAPIENS	mus musculus, homo sapiens	mus musculus, homo sapiens		Debler, E.W., Wilson, I.A.	2.6	X-RAY DIFFRACTION	0.253	0.199	False	True	IGHV4	IGLV1	Lambda	None	None	None	None	None
4jo2	H	L	0	P	peptide	NA	gp120	IMMUNE SYSTEM/VIRAL PROTEIN	03/16/13	Crystal structure of rabbit mAb R56 Fab in complex with V3 crown of HIV-1 Consensus A gp120	ORYCTOLAGUS CUNICULUS; HUMAN IMMUNODEFICIENCY VIRUS 1	oryctolagus cuniculus	oryctolagus cuniculus	human immunodeficiency virus 1	Pan, R.M., Kong, X.P.	2.5	X-RAY DIFFRACTION	0.265	0.190	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
